date,krw_to_vnd,state
2024-11-29,18.1929,approved
2024-11-30,18.1271,approved
2024-12-01,17.461,approved
2024-12-02,17.5203,approved
2024-12-03,17.4451,approved
2024-12-04,17.38,approved
2024-12-05,17.3622,approved
2024-12-06,17.4906,approved
2024-12-07,17.4111,approved
2024-12-08,17.4555,approved
2024-12-09,17.4213,approved
2024-12-10,17.4514,approved
2024-12-11,17.575,approved
2024-12-12,17.436,approved
2024-12-13,17.4944,approved
2024-12-14,17.4166,approved
2024-12-15,17.464,approved
2024-12-16,17.4766,approved
2024-12-17,17.4786,approved
2024-12-18,17.5008,approved
2024-12-19,17.4315,approved
2024-12-20,17.497,approved
2024-12-21,17.6396,approved
2024-12-22,17.4584,approved
2024-12-23,17.5946,approved
2024-12-24,17.7055,approved
2024-12-25,17.5208,approved
2024-12-26,17.6518,approved
2024-12-27,17.4427,approved
2024-12-28,17.6492,approved
2024-12-29,17.5696,approved
2024-12-30,17.6546,approved
2024-12-31,17.4883,approved
2025-01-01,17.3227,approved
2025-01-02,17.2216,approved
2025-01-03,17.2901,approved
2025-01-04,17.1818,approved
2025-01-05,17.3167,approved
2025-01-06,17.2579,approved
2025-01-07,17.2738,approved
2025-01-08,17.3995,approved
2025-01-09,17.1466,approved
2025-01-10,17.2642,approved
2025-01-11,17.2681,approved
2025-01-12,17.3764,approved
2025-01-13,17.441,approved
2025-01-14,17.3331,approved
2025-01-15,17.3164,approved
2025-01-16,17.4499,approved
2025-01-17,17.3973,approved
2025-01-18,17.3653,approved
2025-01-19,17.4598,approved
2025-01-20,17.3809,approved
2025-01-21,17.3276,approved
2025-01-22,17.4803,approved
2025-01-23,17.4102,approved
2025-01-24,17.3334,approved
2025-01-25,17.3052,approved
2025-01-26,17.384,approved
2025-01-27,17.418,approved
2025-01-28,17.3762,approved
2025-01-29,17.3588,approved
2025-01-30,17.411,approved
2025-01-31,17.5478,approved
2025-02-01,17.5688,approved
2025-02-02,17.587,approved
2025-02-03,17.54,approved
2025-02-04,17.5851,approved
2025-02-05,17.5566,approved
2025-02-06,17.616,approved
2025-02-07,17.5483,approved
2025-02-08,17.6137,approved
2025-02-09,17.5779,approved
2025-02-10,17.6336,approved
2025-02-11,17.475,approved
2025-02-12,17.5523,approved
2025-02-13,17.7375,approved
2025-02-14,17.7279,approved
2025-02-15,17.7997,approved
2025-02-16,17.6346,approved
2025-02-17,17.5776,approved
2025-02-18,17.6729,approved
2025-02-19,17.5662,approved
2025-02-20,17.6942,approved
2025-02-21,17.534,approved
2025-02-22,17.6796,approved
2025-02-23,17.4889,approved
2025-02-24,17.6278,approved
2025-02-25,17.7722,approved
2025-02-26,17.4874,approved
2025-02-27,17.6677,approved
2025-02-28,17.6006,approved
2025-03-01,17.5387,approved
2025-03-02,17.2655,approved
2025-03-03,17.3066,approved
2025-03-04,17.6094,approved
2025-03-05,17.3872,approved
2025-03-06,17.4157,approved
2025-03-07,17.3972,approved
2025-03-08,17.4817,approved
2025-03-09,17.4051,approved
2025-03-10,17.4207,approved
2025-03-11,17.3669,approved
2025-03-12,17.462,approved
2025-03-13,17.4873,approved
2025-03-14,17.5439,approved
2025-03-15,17.5026,approved
2025-03-16,17.4882,approved
2025-03-17,17.4577,approved
2025-03-18,17.5763,approved
2025-03-19,17.3658,approved
2025-03-20,17.4292,approved
2025-03-21,17.4383,approved
2025-03-22,17.4146,approved
2025-03-23,17.5019,approved
2025-03-24,17.4653,approved
2025-03-25,17.5393,approved
2025-03-26,17.4049,approved
2025-03-27,17.5046,approved
2025-03-28,17.6126,approved
2025-03-29,17.4301,approved
2025-03-30,17.4635,approved
2025-03-31,17.5313,approved
2025-04-01,17.7434,approved
2025-04-02,17.7492,approved
2025-04-03,17.7613,approved
2025-04-04,17.7875,approved
2025-04-05,17.7466,approved
2025-04-06,18.05,approved
2025-04-07,17.7411,approved
2025-04-08,17.803,approved
2025-04-09,17.97,approved
2025-04-10,17.8337,approved
2025-04-11,17.8407,approved
2025-04-12,17.6807,approved
2025-04-13,17.9025,approved
2025-04-14,17.8828,approved
2025-04-15,17.8465,approved
2025-04-16,17.772,approved
2025-04-17,17.8122,approved
2025-04-18,17.8511,approved
2025-04-19,17.9405,approved
2025-04-20,17.8871,approved
2025-04-21,17.6948,approved
2025-04-22,17.7437,approved
2025-04-23,17.8284,approved
2025-04-24,17.9624,approved
2025-04-25,17.7455,approved
2025-04-26,17.8784,approved
2025-04-27,17.8573,approved
2025-04-28,17.8704,approved
2025-04-29,17.9712,approved
2025-04-30,17.9877,approved
2025-05-01,18.5988,approved
2025-05-02,18.4486,approved
2025-05-03,18.6708,approved
2025-05-04,18.6913,approved
2025-05-05,18.5334,approved
2025-05-06,18.5351,approved
2025-05-07,18.7233,approved
2025-05-08,18.5415,approved
2025-05-09,18.698,approved
2025-05-10,18.6489,approved
2025-05-11,18.6856,approved
2025-05-12,18.6303,approved
2025-05-13,18.6885,approved
2025-05-14,18.4926,approved
2025-05-15,18.5599,approved
2025-05-16,18.5666,approved
2025-05-17,18.5915,approved
2025-05-18,18.6394,approved
2025-05-19,18.6858,approved
2025-05-20,18.7026,approved
2025-05-21,18.5376,approved
2025-05-22,18.6694,approved
2025-05-23,18.615,approved
2025-05-24,18.59,approved
2025-05-25,18.7796,approved
2025-05-26,18.6451,approved
2025-05-27,18.6868,approved
2025-05-28,18.611,approved
2025-05-29,18.7287,approved
2025-05-30,18.6442,approved
2025-05-31,18.6311,approved
2025-06-01,18.8919,approved
2025-06-02,19.0154,approved
2025-06-03,19.0818,approved
2025-06-04,19.011,approved
2025-06-05,18.8276,approved
2025-06-06,18.9375,approved
2025-06-07,19.166,approved
2025-06-08,19.0033,approved
2025-06-09,18.9482,approved
2025-06-10,18.9953,approved
2025-06-11,18.8869,approved
2025-06-12,18.9712,approved
2025-06-13,18.9341,approved
2025-06-14,18.9677,approved
2025-06-15,19.0419,approved
2025-06-16,19.0825,approved
2025-06-17,18.9267,approved
2025-06-18,18.8967,approved
2025-06-19,19.0433,approved
2025-06-20,19.0384,approved
2025-06-21,19.0624,approved
2025-06-22,18.9345,approved
2025-06-23,19.0844,approved
2025-06-24,18.9812,approved
2025-06-25,19.1019,approved
2025-06-26,19.0757,approved
2025-06-27,19.0452,approved
2025-06-28,18.975,approved
2025-06-29,18.9569,approved
2025-06-30,18.9941,approved
2025-07-01,18.7503,approved
2025-07-02,18.8514,approved
2025-07-03,18.8165,approved
2025-07-04,18.853,approved
2025-07-05,18.8301,approved
2025-07-06,18.8523,approved
2025-07-07,18.8502,approved
2025-07-08,18.8472,approved
2025-07-09,18.8762,approved
2025-07-10,18.7587,approved
2025-07-11,18.7919,approved
2025-07-12,18.8131,approved
2025-07-13,18.6683,approved
2025-07-14,18.9966,approved
2025-07-15,18.8178,approved
2025-07-16,18.8857,approved
2025-07-17,18.8463,approved
2025-07-18,18.8249,approved
2025-07-19,18.8059,approved
2025-07-20,18.93,approved
2025-07-21,18.9289,approved
2025-07-22,18.9069,approved
2025-07-23,18.9888,approved
2025-07-24,18.9525,approved
2025-07-25,18.8734,approved
2025-07-26,18.9174,approved
2025-07-27,18.8905,approved
2025-07-28,19.0665,approved
2025-07-29,18.9355,approved
2025-07-30,18.7604,approved
2025-07-31,19.0938,approved
2025-08-01,18.73,approved
2025-08-02,18.9994,approved
2025-08-03,18.8496,approved
2025-08-04,18.8565,approved
2025-08-05,18.8816,approved
2025-08-06,18.8445,approved
2025-08-07,18.9085,approved
2025-08-08,18.8381,approved
2025-08-09,18.7577,approved
2025-08-10,18.9008,approved
2025-08-11,18.8952,approved
2025-08-12,18.8803,approved
2025-08-13,18.9726,approved
2025-08-14,18.92,approved
2025-08-15,18.9287,approved
2025-08-16,18.9045,approved
2025-08-17,18.8237,approved
2025-08-18,18.8508,approved
2025-08-19,18.9107,approved
2025-08-20,18.8508,approved
2025-08-21,18.9471,approved
2025-08-22,18.9599,approved
2025-08-23,18.9648,approved
2025-08-24,19.0256,approved
2025-08-25,18.8548,approved
2025-08-26,18.7663,approved
2025-08-27,18.9318,approved
2025-08-28,19.0103,approved
2025-08-29,18.8809,approved
2025-08-30,18.9207,approved
2025-08-31,18.9456,approved
2025-09-01,18.8747,approved
2025-09-02,18.9339,approved
2025-09-03,18.905,approved
2025-09-04,18.7919,approved
2025-09-05,19.0459,approved
2025-09-06,18.9628,approved
2025-09-07,18.9168,approved
2025-09-08,18.9257,approved
2025-09-09,18.8397,approved
2025-09-10,18.8295,approved
2025-09-11,18.8561,approved
2025-09-12,18.9876,approved
2025-09-13,19.0712,approved
2025-09-14,19.0098,approved
2025-09-15,18.9193,approved
2025-09-16,18.9942,approved
2025-09-17,19.0591,approved
2025-09-18,18.8947,approved
2025-09-19,19.0447,approved
2025-09-20,19.0177,approved
2025-09-21,18.8952,approved
2025-09-22,19.0112,approved
2025-09-23,19.1417,approved
2025-09-24,18.9514,approved
2025-09-25,19.0556,approved
2025-09-26,18.9567,approved
2025-09-27,19.0552,approved
2025-09-28,18.9276,approved
2025-09-29,18.9574,approved
2025-09-30,19.0191,approved
2025-10-01,18.5533,approved
2025-10-02,18.5636,approved
2025-10-03,18.4292,approved
2025-10-04,18.5398,approved
2025-10-05,18.53,approved
2025-10-06,18.6003,approved
2025-10-07,18.4419,approved
2025-10-08,18.4271,approved
2025-10-09,18.5846,approved
2025-10-10,18.3939,approved
2025-10-11,18.4432,approved
2025-10-12,18.4286,approved
2025-10-13,18.522,approved
2025-10-14,18.4365,approved
2025-10-15,18.4361,approved
2025-10-16,18.5438,approved
2025-10-17,18.6361,approved
2025-10-18,18.5612,approved
2025-10-19,18.5628,approved
2025-10-20,18.5088,approved
2025-10-21,18.5459,approved
2025-10-22,18.4985,approved
2025-10-23,18.4896,approved
2025-10-24,18.4289,approved
2025-10-25,18.5088,approved
2025-10-26,18.5286,approved
2025-10-27,18.6127,approved
2025-10-28,18.5543,approved
2025-10-29,18.5298,approved
2025-10-30,18.4312,approved
2025-10-31,18.4104,approved
